Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[disease]	Characteristics[cell line]	Characteristics[cell type]	Characteristics[genotype]	Material Type	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_STDEV]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Factor Value[organism]	Factor Value[cell type]	Factor Value[genotype]	Factor Value[disease]	Factor Value[protocol]
NW140626-II_33	ERS2154763	SAMEA104543479	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-II_33	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-II_33	sequencing assay	ERX2317424	NW140626-II_33_1.fastq.gz	NW140626-II_33_1.fastq.gz	ERR2268521	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/001/ERR2268521/ERR2268521_1.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-II_33	ERS2154763	SAMEA104543479	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-II_33	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-II_33	sequencing assay	ERX2317424	NW140626-II_33_2.fastq.gz	NW140626-II_33_2.fastq.gz	ERR2268521	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/001/ERR2268521/ERR2268521_2.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-II_36	ERS2154764	SAMEA104543480	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-II_36	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-II_36	sequencing assay	ERX2317425	NW140626-II_36_1.fastq.gz	NW140626-II_36_1.fastq.gz	ERR2268522	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/002/ERR2268522/ERR2268522_1.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-II_36	ERS2154764	SAMEA104543480	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-II_36	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-II_36	sequencing assay	ERX2317425	NW140626-II_36_2.fastq.gz	NW140626-II_36_2.fastq.gz	ERR2268522	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/002/ERR2268522/ERR2268522_2.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-II_37	ERS2154765	SAMEA104543481	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-II_37	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-II_37	sequencing assay	ERX2317426	NW140626-II_37_1.fastq.gz	NW140626-II_37_1.fastq.gz	ERR2268523	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/003/ERR2268523/ERR2268523_1.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-II_37	ERS2154765	SAMEA104543481	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-II_37	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-II_37	sequencing assay	ERX2317426	NW140626-II_37_2.fastq.gz	NW140626-II_37_2.fastq.gz	ERR2268523	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/003/ERR2268523/ERR2268523_2.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-II_39	ERS2154766	SAMEA104543482	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-II_39	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-II_39	sequencing assay	ERX2317427	NW140626-II_39_1.fastq.gz	NW140626-II_39_1.fastq.gz	ERR2268524	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/004/ERR2268524/ERR2268524_1.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-II_39	ERS2154766	SAMEA104543482	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-II_39	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-II_39	sequencing assay	ERX2317427	NW140626-II_39_2.fastq.gz	NW140626-II_39_2.fastq.gz	ERR2268524	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/004/ERR2268524/ERR2268524_2.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-II_41	ERS2154767	SAMEA104543483	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-II_41	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-II_41	sequencing assay	ERX2317428	NW140626-II_41_1.fastq.gz	NW140626-II_41_1.fastq.gz	ERR2268525	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/005/ERR2268525/ERR2268525_1.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-II_41	ERS2154767	SAMEA104543483	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-II_41	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-II_41	sequencing assay	ERX2317428	NW140626-II_41_2.fastq.gz	NW140626-II_41_2.fastq.gz	ERR2268525	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/005/ERR2268525/ERR2268525_2.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-II_42	ERS2154768	SAMEA104543484	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-II_42	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-II_42	sequencing assay	ERX2317429	NW140626-II_42_1.fastq.gz	NW140626-II_42_1.fastq.gz	ERR2268526	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/006/ERR2268526/ERR2268526_1.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-II_42	ERS2154768	SAMEA104543484	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-II_42	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-II_42	sequencing assay	ERX2317429	NW140626-II_42_2.fastq.gz	NW140626-II_42_2.fastq.gz	ERR2268526	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/006/ERR2268526/ERR2268526_2.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-II_43	ERS2154769	SAMEA104543485	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-II_43	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-II_43	sequencing assay	ERX2317430	NW140626-II_43_1.fastq.gz	NW140626-II_43_1.fastq.gz	ERR2268527	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/007/ERR2268527/ERR2268527_1.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-II_43	ERS2154769	SAMEA104543485	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-II_43	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-II_43	sequencing assay	ERX2317430	NW140626-II_43_2.fastq.gz	NW140626-II_43_2.fastq.gz	ERR2268527	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/007/ERR2268527/ERR2268527_2.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-II_44	ERS2154770	SAMEA104543486	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-II_44	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-II_44	sequencing assay	ERX2317431	NW140626-II_44_1.fastq.gz	NW140626-II_44_1.fastq.gz	ERR2268528	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/008/ERR2268528/ERR2268528_1.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-II_44	ERS2154770	SAMEA104543486	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-II_44	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-II_44	sequencing assay	ERX2317431	NW140626-II_44_2.fastq.gz	NW140626-II_44_2.fastq.gz	ERR2268528	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/008/ERR2268528/ERR2268528_2.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-II_45	ERS2154771	SAMEA104543487	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-II_45	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-II_45	sequencing assay	ERX2317432	NW140626-II_45_1.fastq.gz	NW140626-II_45_1.fastq.gz	ERR2268529	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/009/ERR2268529/ERR2268529_1.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-II_45	ERS2154771	SAMEA104543487	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-II_45	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-II_45	sequencing assay	ERX2317432	NW140626-II_45_2.fastq.gz	NW140626-II_45_2.fastq.gz	ERR2268529	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/009/ERR2268529/ERR2268529_2.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-II_47	ERS2154772	SAMEA104543488	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-II_47	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-II_47	sequencing assay	ERX2317433	NW140626-II_47_1.fastq.gz	NW140626-II_47_1.fastq.gz	ERR2268530	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/000/ERR2268530/ERR2268530_1.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-II_47	ERS2154772	SAMEA104543488	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-II_47	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-II_47	sequencing assay	ERX2317433	NW140626-II_47_2.fastq.gz	NW140626-II_47_2.fastq.gz	ERR2268530	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/000/ERR2268530/ERR2268530_2.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-II_48	ERS2154773	SAMEA104543489	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-II_48	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-II_48	sequencing assay	ERX2317434	NW140626-II_48_1.fastq.gz	NW140626-II_48_1.fastq.gz	ERR2268531	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/001/ERR2268531/ERR2268531_1.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-II_48	ERS2154773	SAMEA104543489	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-II_48	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-II_48	sequencing assay	ERX2317434	NW140626-II_48_2.fastq.gz	NW140626-II_48_2.fastq.gz	ERR2268531	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/001/ERR2268531/ERR2268531_2.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-II_50	ERS2154774	SAMEA104543490	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-II_50	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-II_50	sequencing assay	ERX2317435	NW140626-II_50_1.fastq.gz	NW140626-II_50_1.fastq.gz	ERR2268532	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/002/ERR2268532/ERR2268532_1.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-II_50	ERS2154774	SAMEA104543490	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-II_50	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-II_50	sequencing assay	ERX2317435	NW140626-II_50_2.fastq.gz	NW140626-II_50_2.fastq.gz	ERR2268532	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/002/ERR2268532/ERR2268532_2.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-II_51	ERS2154775	SAMEA104543491	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-II_51	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-II_51	sequencing assay	ERX2317436	NW140626-II_51_1.fastq.gz	NW140626-II_51_1.fastq.gz	ERR2268533	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/003/ERR2268533/ERR2268533_1.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-II_51	ERS2154775	SAMEA104543491	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-II_51	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-II_51	sequencing assay	ERX2317436	NW140626-II_51_2.fastq.gz	NW140626-II_51_2.fastq.gz	ERR2268533	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/003/ERR2268533/ERR2268533_2.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-II_54	ERS2154776	SAMEA104543492	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-II_54	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-II_54	sequencing assay	ERX2317437	NW140626-II_54_1.fastq.gz	NW140626-II_54_1.fastq.gz	ERR2268534	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/004/ERR2268534/ERR2268534_1.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-II_54	ERS2154776	SAMEA104543492	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-II_54	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-II_54	sequencing assay	ERX2317437	NW140626-II_54_2.fastq.gz	NW140626-II_54_2.fastq.gz	ERR2268534	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/004/ERR2268534/ERR2268534_2.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-II_58	ERS2154777	SAMEA104543493	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-II_58	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-II_58	sequencing assay	ERX2317438	NW140626-II_58_1.fastq.gz	NW140626-II_58_1.fastq.gz	ERR2268535	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/005/ERR2268535/ERR2268535_1.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-II_58	ERS2154777	SAMEA104543493	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-II_58	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-II_58	sequencing assay	ERX2317438	NW140626-II_58_2.fastq.gz	NW140626-II_58_2.fastq.gz	ERR2268535	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/005/ERR2268535/ERR2268535_2.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-II_59	ERS2154778	SAMEA104543494	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-II_59	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-II_59	sequencing assay	ERX2317439	NW140626-II_59_1.fastq.gz	NW140626-II_59_1.fastq.gz	ERR2268536	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/006/ERR2268536/ERR2268536_1.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-II_59	ERS2154778	SAMEA104543494	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-II_59	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-II_59	sequencing assay	ERX2317439	NW140626-II_59_2.fastq.gz	NW140626-II_59_2.fastq.gz	ERR2268536	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/006/ERR2268536/ERR2268536_2.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-II_63	ERS2154779	SAMEA104543495	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-II_63	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-II_63	sequencing assay	ERX2317440	NW140626-II_63_1.fastq.gz	NW140626-II_63_1.fastq.gz	ERR2268537	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/007/ERR2268537/ERR2268537_1.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-II_63	ERS2154779	SAMEA104543495	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-II_63	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-II_63	sequencing assay	ERX2317440	NW140626-II_63_2.fastq.gz	NW140626-II_63_2.fastq.gz	ERR2268537	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/007/ERR2268537/ERR2268537_2.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-II_64	ERS2154780	SAMEA104543496	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-II_64	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-II_64	sequencing assay	ERX2317441	NW140626-II_64_1.fastq.gz	NW140626-II_64_1.fastq.gz	ERR2268538	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/008/ERR2268538/ERR2268538_1.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-II_64	ERS2154780	SAMEA104543496	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-II_64	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-II_64	sequencing assay	ERX2317441	NW140626-II_64_2.fastq.gz	NW140626-II_64_2.fastq.gz	ERR2268538	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/008/ERR2268538/ERR2268538_2.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-II_66	ERS2154781	SAMEA104543497	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-II_66	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-II_66	sequencing assay	ERX2317442	NW140626-II_66_1.fastq.gz	NW140626-II_66_1.fastq.gz	ERR2268539	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/009/ERR2268539/ERR2268539_1.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-II_66	ERS2154781	SAMEA104543497	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-II_66	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-II_66	sequencing assay	ERX2317442	NW140626-II_66_2.fastq.gz	NW140626-II_66_2.fastq.gz	ERR2268539	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/009/ERR2268539/ERR2268539_2.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-II_67	ERS2154782	SAMEA104543498	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-II_67	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-II_67	sequencing assay	ERX2317443	NW140626-II_67_1.fastq.gz	NW140626-II_67_1.fastq.gz	ERR2268540	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/000/ERR2268540/ERR2268540_1.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW140626-II_67	ERS2154782	SAMEA104543498	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW140626-II_67	PAIRED	MNase	GENOMIC	not applicable	MNase-Seq	150	20	P-MTAB-71232	Karina Hoekstra-Wakker 	NW140626-II_67	sequencing assay	ERX2317443	NW140626-II_67_2.fastq.gz	NW140626-II_67_2.fastq.gz	ERR2268540	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/000/ERR2268540/ERR2268540_2.fastq.gz	202	102	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
